127.0.0.1 - - [17/Oct/2021:16:13:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:51:37 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:51:38 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 4939
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:31 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:31 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:32 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:33 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:35 +0900] "GET /myhome/view?seq=3&start=8 HTTP/1.1" 200 3314
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:42 +0900] "GET /myhome/writeComment?board_no=3&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:43 +0900] "GET /myhome/view?seq=3 HTTP/1.1" 200 3689
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:44 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:46 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:47 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 4940
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:54 +0900] "GET /myhome/writeComment?board_no=121&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D4 HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:55 +0900] "GET /myhome/view?seq=121 HTTP/1.1" 200 5407
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:55:57 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4783
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:07 +0900] "GET /myhome/index HTTP/1.1" 200 1980
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:11 +0900] "GET /myhome/list HTTP/1.1" 200 4783
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:12 +0900] "GET /myhome/index HTTP/1.1" 200 1980
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:13 +0900] "GET /myhome/list HTTP/1.1" 200 4783
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:21 +0900] "GET /myhome/index HTTP/1.1" 200 1980
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:22 +0900] "GET /myhome/list HTTP/1.1" 200 4783
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:38 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:56:40 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4783
